annual_income,tot_outstanding_debt,credit_lines_count,delinquency_30d_freq,industry_sector,customer_tenure_months,support_tickets_count,marketing_email_opens,branch_code,account_manager_id,default_flag
140024.418176976,229722.20701127744,2,1,Services,32,4,25,BR001,AM038,1
24190.03688658951,26117.84795833323,2,0,Manufacturing,9,4,3,BR005,AM004,0
10770.14173990881,1000.0,2,1,Finance,46,3,2,BR007,AM006,0
10000.0,9303.988876397441,4,2,Tech,4,2,0,BR001,AM034,0
10000.0,52853.39815065103,7,1,Finance,44,3,13,BR008,AM031,1
29339.93381718326,47347.71943088254,2,0,Retail,22,1,32,BR004,AM041,0
16439.403192206664,77526.55463282531,5,1,Healthcare,13,3,1,BR014,AM036,1
70616.3953648863,14643.710478945355,7,1,Healthcare,1,1,6,BR011,AM006,1
22547.087627423698,72118.25045544791,9,1,Healthcare,3,1,3,BR013,AM040,1
11438.769479034041,58235.0439709419,8,2,Retail,12,0,13,BR018,AM016,1
38403.95666293871,19490.501863581892,9,0,Healthcare,50,2,19,BR004,AM002,1
49072.9042783738,39426.56444111138,7,1,Services,75,3,4,BR019,AM010,1
10000.0,7965.8388871415755,3,1,Construction,63,3,11,BR018,AM018,0
10000.0,30125.531936318435,1,2,Construction,7,4,5,BR013,AM030,1
10000.0,106514.57389957775,7,0,Healthcare,7,2,29,BR004,AM033,1
53333.204831593364,27339.16955761058,6,1,Retail,32,2,0,BR014,AM004,0
43602.50100588396,91493.85197369543,2,2,Services,67,3,14,BR004,AM039,0
25746.16678541171,44610.813717515004,1,0,Services,3,2,0,BR015,AM004,0
74359.69962704601,10652.032465324965,4,1,Finance,11,3,12,BR012,AM027,0
,43506.89792558522,4,0,Finance,43,2,29,BR020,AM036,0
35213.24054543686,35259.30078589996,6,2,Tech,16,4,21,BR007,AM025,0
81080.4250611601,25428.187120501367,5,0,Manufacturing,44,2,1,BR001,AM015,0
10000.0,6370.675228548552,9,1,Construction,2,3,0,BR017,AM010,0
10000.0,26953.424924557155,8,2,Healthcare,36,3,25,BR014,AM006,1
12574.712229124316,3777.270497686942,9,2,Services,11,5,3,BR003,AM005,0
10000.0,5199.686473385612,7,1,Retail,28,2,1,BR006,AM012,0
30300.561713357754,26885.56916530099,9,2,Construction,8,3,2,BR006,AM043,0
110335.24821607866,18219.62395169805,3,3,Manufacturing,28,2,7,BR006,AM027,0
10000.0,129877.5654341352,9,1,Services,29,0,0,BR014,AM015,1
10000.0,23556.67779905069,2,0,Construction,13,5,0,BR013,AM014,1
24073.729932077236,70911.57260933262,9,2,Services,83,2,8,BR001,AM003,1
108648.34615503979,37777.468742544734,6,3,Healthcare,1,3,5,BR008,AM010,0
15201.02444227148,60884.2643818707,4,2,Manufacturing,26,0,22,BR006,AM024,1
28308.900150853806,15063.091943627072,2,3,Tech,57,0,8,BR013,AM042,0
10000.0,142283.76049042732,3,1,Construction,46,3,8,BR006,AM020,1
10000.0,37760.54466571758,5,3,Manufacturing,19,0,25,BR007,AM002,1
172590.04338133516,88988.79932709517,9,0,Tech,54,1,0,BR011,AM014,0
134232.17231279638,22710.11204543315,7,0,Tech,2,4,6,BR018,AM010,1
10000.0,5279.7687756801915,3,1,Manufacturing,18,1,5,BR003,AM050,0
121305.63194715261,55998.688618782144,4,2,Retail,95,2,15,BR018,AM041,0
40768.38454274004,1000.0,2,1,Finance,114,3,5,BR017,AM021,0
80973.38267906042,32245.76113798359,8,2,Manufacturing,27,1,6,BR005,AM005,0
24259.69076368038,10709.308353225944,6,0,Services,4,1,6,BR013,AM020,0
28993.44274791084,49359.20403597181,3,3,Retail,2,0,15,BR001,AM048,1
26843.4199803544,194171.46921268725,5,1,Tech,61,1,11,BR001,AM022,1
43968.20948262334,31218.65457346614,5,4,Finance,51,1,5,BR006,AM050,1
10000.0,85049.77763606024,1,1,Finance,9,0,0,BR013,AM008,1
10000.0,35441.90071289365,5,0,Finance,64,3,17,BR003,AM008,1
14722.723520551235,34243.08313339612,6,1,Construction,3,1,49,BR017,AM016,1
48787.93390163357,133266.41571476107,2,3,Tech,8,4,13,BR014,AM012,1
10000.0,110348.2338598403,3,0,Construction,24,2,5,BR019,AM027,1
44764.736373279164,77042.36463583796,5,0,Finance,4,2,5,BR009,AM029,1
,17567.013739488335,3,2,Construction,108,2,9,BR014,AM031,0
10000.0,39373.81781494071,5,2,Manufacturing,6,4,2,BR008,AM038,1
44663.163356181445,12673.516813003138,5,2,Manufacturing,6,3,1,BR001,AM041,1
23461.51359028694,29341.858614834764,8,3,Tech,15,2,1,BR017,AM010,0
81041.26488774066,33103.07584569366,9,1,Manufacturing,36,2,34,BR007,AM031,1
10000.0,89082.54868358438,8,1,Tech,3,0,10,BR020,AM026,1
47187.59505521415,113181.85802757942,3,0,Finance,26,2,8,BR017,AM010,0
72834.83446390582,26774.708828655876,1,3,Finance,2,4,21,BR013,AM047,0
115737.29549521091,1000.0,3,3,Manufacturing,2,2,3,BR019,AM025,0
45985.44939938488,98943.20465775646,1,0,Manufacturing,1,4,7,BR013,AM049,1
27500.504504461584,9574.897278061322,9,3,Finance,18,1,1,BR015,AM010,0
38477.39422203766,48627.44336334193,3,2,Construction,13,2,9,BR016,AM036,1
81273.31637471645,1264.398136054039,8,1,Retail,8,2,22,BR013,AM015,0
33815.563682760236,25500.171031762413,6,0,Manufacturing,17,1,13,BR004,AM042,1
10000.0,213293.31994016495,3,3,Healthcare,16,2,8,BR016,AM035,1
106916.22029196692,5306.574033405192,9,1,Healthcare,15,0,7,BR014,AM021,1
46786.30144044601,27555.751895475587,8,2,Healthcare,4,1,9,BR018,AM027,1
45143.90175517956,18347.08407729419,3,2,Manufacturing,54,3,9,BR020,AM016,0
10000.0,117740.32162477932,7,1,Tech,23,3,9,BR008,AM032,1
43021.47974672355,101757.87877168028,5,0,Construction,3,4,6,BR005,AM012,1
20026.06259583435,13570.673686738808,2,2,Healthcare,7,2,9,BR002,AM040,1
42134.04542748946,4233.675798629581,8,1,Finance,34,1,7,BR009,AM024,1
10000.0,49327.397892066234,1,0,Construction,35,0,5,BR011,AM042,1
42899.692738634265,20501.428635860888,4,2,Retail,31,0,7,BR018,AM009,1
200000.0,55749.949606772985,4,3,Retail,37,2,17,BR008,AM043,1
10000.0,1632.345715248727,5,2,Retail,21,4,23,BR015,AM029,1
151194.52450248913,7158.844356065819,4,1,Finance,8,4,10,BR003,AM042,0
20896.22729818389,57977.42254855217,1,0,Manufacturing,10,3,19,BR012,AM011,1
81841.33844063012,11936.383726726288,7,1,Tech,17,2,0,BR003,AM030,0
61001.2022773717,97451.43685684276,2,2,Healthcare,6,1,28,BR005,AM006,0
33482.2042370621,3018.87352764218,3,1,Services,46,3,0,BR019,AM040,0
53645.07143410634,12134.287028946279,5,3,Healthcare,32,3,27,BR007,AM027,0
84318.76403833358,300000.0,8,0,Healthcare,93,2,1,BR011,AM010,1
20710.003145948107,28376.5101996226,8,1,Tech,12,3,0,BR020,AM014,1
15842.368991640258,60695.37679505367,2,1,Finance,49,2,21,BR008,AM023,1
44055.85268689228,10085.192212314527,9,3,Construction,36,1,0,BR011,AM002,1
65978.31371884294,47063.6009763802,6,0,Retail,42,4,17,BR017,AM005,1
57467.33475282048,64750.71791890515,9,1,Services,27,3,2,BR019,AM018,1
63942.61905791102,18878.634860743718,4,2,Construction,10,3,5,BR017,AM041,0
22878.49986967546,88274.51095336697,3,2,Retail,6,2,0,BR006,AM040,1
68113.52425543453,46243.56934021535,5,2,Healthcare,7,0,35,BR007,AM001,0
10000.0,24642.983257233453,5,2,Services,20,3,5,BR001,AM004,1
31453.425133771318,40781.83295932411,4,0,Tech,50,3,5,BR002,AM047,0
10000.0,42990.894360338374,7,2,Healthcare,14,3,0,BR016,AM045,1
15697.167637727514,9048.241439919302,8,1,Construction,21,2,2,BR010,AM006,1
18257.382505167447,25769.49871810531,5,5,Manufacturing,31,0,2,BR020,AM001,1
20178.681407546697,,9,1,Healthcare,46,0,0,BR003,AM006,0
47559.06008124577,25616.564717556674,7,1,Services,25,3,1,BR017,AM032,0
19677.41370845626,71587.72737314556,7,2,Services,23,4,28,BR007,AM043,1
23818.583422557138,32940.99869618793,8,2,Healthcare,105,0,8,BR016,AM038,0
10848.425949279117,140934.69343586077,4,3,Healthcare,47,2,0,BR019,AM047,1
18688.41602202705,17384.090423723443,6,2,Tech,31,1,2,BR017,AM014,0
10313.003901321954,26867.34267474002,5,1,Tech,42,4,5,BR012,AM029,1
10000.0,77313.01830616368,1,2,Construction,120,1,1,BR008,AM005,1
36997.983812738246,39485.612635903795,9,1,Manufacturing,16,1,1,BR015,AM046,0
44130.459002842756,39596.26444083819,2,2,Retail,29,3,31,BR011,AM001,1
38649.74920593673,2740.7725481557245,6,0,Healthcare,40,1,49,BR003,AM031,0
24907.104600677896,25424.722380027786,8,2,Services,14,2,9,BR006,AM006,0
19107.613791195996,15785.818160544413,3,2,Finance,74,1,20,BR018,AM036,0
79608.5088757902,300000.0,5,0,Services,11,3,5,BR007,AM033,1
29282.322192063744,18434.12814497537,7,1,Construction,6,1,0,BR007,AM027,0
26094.175660609977,107922.73738428009,4,4,Retail,27,1,8,BR003,AM010,1
10000.0,56386.67139865632,5,2,Finance,2,1,1,BR017,AM027,1
16696.315256431906,20845.245379761247,1,1,Retail,3,2,8,BR014,AM001,0
19134.05459595221,39212.094518952865,4,2,Healthcare,84,2,22,BR008,AM029,1
20354.620567919967,91796.81673612022,7,1,Retail,7,2,13,BR020,AM018,1
34716.44219461083,107436.70777464232,7,3,Construction,1,5,2,BR010,AM014,1
30508.684174114755,8741.119796452229,4,4,Finance,15,0,16,BR003,AM025,0
37450.05433099279,20743.44486364156,6,4,Services,48,1,12,BR002,AM006,1
57906.92515147525,20415.19519997095,5,1,Tech,9,1,27,BR006,AM032,0
,2147.7131050163043,1,2,Services,13,5,9,BR019,AM002,0
50651.38975325564,45594.74038759147,8,6,Tech,4,1,39,BR003,AM024,0
124511.94900016821,96489.06460678793,7,5,Tech,10,2,7,BR006,AM031,0
10000.0,24028.918286278295,5,3,Construction,80,3,7,BR014,AM036,1
10000.0,67360.59537315778,7,3,Healthcare,50,3,0,BR019,AM016,1
10000.0,49402.82045190572,3,1,Retail,32,1,27,BR019,AM017,1
41705.317056310065,23552.10725527525,8,1,Healthcare,37,2,5,BR020,AM026,0
91323.28040265907,7602.79873312294,5,0,Construction,26,3,20,BR016,AM001,0
11161.17377111094,61777.276383836695,2,0,Healthcare,3,1,4,BR001,AM024,1
104710.76664894875,96401.35946047804,2,4,Healthcare,2,1,26,BR011,AM028,0
10000.0,57894.950020762706,4,1,Tech,18,3,29,BR010,AM033,1
108989.15692000472,1000.0,7,1,Services,21,1,0,BR017,AM038,1
17331.299172261537,12182.168096736383,4,1,Finance,85,3,12,BR010,AM042,1
10000.0,3600.584653255528,9,0,Tech,14,2,0,BR006,AM050,1
26611.301955976465,42243.41898224045,2,0,Finance,59,1,1,BR010,AM011,1
11870.342523126876,70627.33363271138,6,2,Construction,111,3,0,BR014,AM036,1
13411.799703666478,5859.240004360605,4,1,Finance,44,2,0,BR007,AM015,0
14685.751486451143,91112.32166728596,6,4,Healthcare,12,0,5,BR011,AM047,1
64987.32079861694,40541.27115485783,9,0,Healthcare,33,4,6,BR011,AM006,1
30988.285525530417,58554.15128327755,9,0,Finance,18,1,6,BR011,AM010,1
14918.427830138102,177720.65999556603,9,2,Finance,5,3,1,BR006,AM010,1
37698.590438180494,4369.53544167181,9,0,Services,3,1,3,BR008,AM049,1
50372.46898592405,115745.04256709735,3,1,Retail,1,2,14,BR014,AM008,1
12732.469688321842,6739.620568007954,9,3,Construction,9,3,4,BR018,AM029,0
21346.653358364085,24957.931318239793,3,1,Healthcare,28,0,3,BR003,AM045,0
,95337.87933033695,3,2,Finance,58,4,4,BR009,AM012,1
10000.0,118358.44035116972,5,1,Healthcare,9,1,22,BR004,AM038,1
45717.34770504681,35298.62102841202,6,1,Manufacturing,18,3,22,BR018,AM013,1
10000.0,45082.99411704243,9,1,Healthcare,15,2,5,BR014,AM013,1
29791.379989284,61575.308729770586,1,1,Tech,2,1,19,BR005,AM047,0
49383.63997758742,89415.87053153358,8,0,Retail,34,1,4,BR013,AM016,0
10000.0,6477.604288220137,4,3,Retail,17,0,0,BR009,AM020,1
33509.554902725875,83054.80267619724,7,2,Healthcare,59,1,6,BR015,AM018,1
11858.838403699365,32819.18096663453,6,0,Services,43,5,23,BR010,AM002,1
131794.51887231704,29948.557192475062,6,1,Construction,7,2,0,BR018,AM017,0
26430.734853072285,27573.679587893123,7,5,Healthcare,8,4,2,BR020,AM039,0
65594.34869741436,35587.108562238325,4,1,Healthcare,18,5,0,BR011,AM015,0
31960.449999744447,145067.08345293117,6,2,Tech,3,1,14,BR004,AM001,1
10000.0,39726.201278166925,3,0,Healthcare,6,0,16,BR012,AM037,1
40112.23934297409,153069.6119778081,5,1,Manufacturing,41,2,22,BR004,AM005,1
120968.02080498931,9940.240957804242,2,2,Tech,3,1,0,BR013,AM012,0
36813.13691015298,64392.36057999866,3,1,Healthcare,18,1,10,BR009,AM012,1
68412.08858830917,83629.41350482797,9,3,Healthcare,12,5,7,BR012,AM009,1
86237.86120616132,56835.77900671898,6,2,Finance,5,1,2,BR007,AM016,1
10354.962633460009,46687.39632135216,3,0,Construction,83,1,11,BR016,AM041,1
10000.0,41598.947608815404,2,1,Retail,41,0,0,BR008,AM049,1
37765.082588381214,98639.06727696574,5,0,Manufacturing,7,3,1,BR015,AM022,1
21175.09729334309,86199.41439109112,5,1,Services,36,2,24,BR017,AM014,1
73268.59928675696,6521.878952003059,1,3,Construction,1,4,10,BR019,AM031,0
92112.65414851424,94387.42078730947,3,2,Tech,7,1,1,BR009,AM049,1
17442.41913694059,26727.6297141433,7,2,Construction,2,1,10,BR002,AM006,1
10813.104584337723,14631.168361330163,9,0,Services,13,1,2,BR006,AM048,1
60660.77183169795,101922.10826198173,5,1,Tech,24,4,4,BR008,AM003,1
12852.64490936663,28283.876127058953,4,3,Manufacturing,4,3,1,BR003,AM041,1
69177.1570207614,82608.05705797544,3,2,Finance,6,4,12,BR002,AM016,0
22047.732030216408,15285.758926721805,9,1,Tech,11,2,3,BR018,AM026,0
44050.62012821481,1000.0,7,2,Tech,23,4,1,BR014,AM038,0
10000.0,34205.32781207196,7,3,Finance,8,1,37,BR006,AM032,1
39111.68276261497,5280.708315826425,8,0,Services,22,2,1,BR012,AM025,0
24042.2455185114,70197.65932719636,1,0,Tech,10,0,9,BR008,AM006,1
35334.40416266419,16153.383554161988,4,1,Construction,7,3,1,BR014,AM047,0
10000.0,29317.493074247264,5,2,Retail,46,2,31,BR009,AM012,1
53404.8521899413,4552.808129027366,5,3,Services,11,4,6,BR006,AM034,0
79451.7705284751,16889.80301577062,1,0,Services,60,0,9,BR012,AM033,0
10000.0,76046.23060822867,3,2,Services,8,2,0,BR016,AM037,1
10000.0,8219.440414087492,2,3,Construction,18,3,29,BR006,AM013,0
10000.0,52086.96693810795,7,4,Construction,1,2,10,BR014,AM007,1
41085.707521983495,124702.93176970555,5,4,Construction,27,1,1,BR013,AM036,1
37367.39893295672,56946.2143750576,3,2,Healthcare,38,1,7,BR008,AM027,1
31647.816535342627,83306.15143338233,8,4,Construction,85,4,17,BR004,AM032,1
10555.866517651553,5768.950530425404,1,3,Finance,43,0,13,BR008,AM020,0
19831.30660260821,14432.91584130142,1,3,Tech,8,3,24,BR018,AM035,0
36103.04190157288,112470.63307882697,6,0,Services,19,0,29,BR019,AM013,1
27468.068599676637,62781.837074579715,1,4,Healthcare,21,0,0,BR011,AM018,1
176205.32653525306,51020.632187215684,4,6,Services,1,1,10,BR019,AM019,0
10000.0,54497.506107871865,6,1,Manufacturing,1,3,0,BR006,AM009,1
47516.70249681854,26738.88954121298,1,1,Retail,9,2,0,BR019,AM011,0
20721.984032415978,2278.9893075275054,9,1,Tech,32,3,0,BR008,AM013,0
22358.61302606863,76726.15698656502,4,3,Retail,8,2,47,BR018,AM012,1
50576.91445676212,56771.06047619388,9,0,Tech,49,2,0,BR005,AM026,0
47162.90301279258,32009.18817091589,9,2,Tech,24,4,10,BR015,AM029,1
189575.47231457478,115009.20656466602,6,2,Tech,15,2,9,BR017,AM017,0
10000.0,20485.680886779377,7,0,Services,18,2,15,BR011,AM007,1
10000.0,17429.793686874295,1,1,Retail,9,0,11,BR006,AM019,1
51543.31062694169,103098.28688042828,5,2,Retail,87,3,28,BR003,AM006,1
34546.690018719215,79724.42438971502,3,0,Construction,4,3,19,BR003,AM011,0
12817.063698001046,36178.238069093466,6,2,Retail,47,1,3,BR009,AM042,1
10000.0,7005.347613037641,4,1,Construction,27,2,20,BR015,AM008,0
10000.0,12108.130589850229,9,1,Manufacturing,29,3,3,BR012,AM040,0
89844.74049862356,53388.83020747006,7,1,Construction,43,0,10,BR009,AM040,0
10000.0,24310.00334114211,4,2,Healthcare,3,3,2,BR015,AM040,1
15625.319717903232,90538.91683699677,6,1,Tech,28,1,27,BR008,AM016,1
10281.273203825333,149741.6432393713,2,0,Services,35,0,12,BR007,AM014,1
17539.96939241683,81901.36749137143,3,3,Healthcare,100,1,6,BR017,AM030,1
10000.0,23704.23109865894,7,2,Tech,33,1,16,BR004,AM035,1
29280.492881021393,77720.60656495318,4,1,Finance,72,1,0,BR020,AM040,1
10000.0,21650.16692963119,7,2,Manufacturing,45,3,10,BR010,AM002,1
64448.88168637008,9142.089870720136,9,1,Healthcare,50,2,0,BR003,AM038,0
10647.89230736824,1698.174483096358,5,1,Services,59,1,2,BR006,AM004,1
31062.187645943784,24364.953868495675,1,2,Manufacturing,18,4,3,BR015,AM048,1
84836.91265958967,116941.35028169327,5,1,Healthcare,29,4,13,BR018,AM027,0
,13655.21483879964,6,5,Tech,3,3,25,BR011,AM043,0
30453.425302989268,11565.91650585579,2,1,Services,10,3,4,BR010,AM014,0
15682.241699365843,175030.09222853644,8,0,Manufacturing,50,2,9,BR007,AM050,1
16198.724048953873,1266.1013150743286,2,1,Healthcare,91,0,15,BR020,AM005,0
44284.36602278944,77038.08964726435,9,4,Construction,2,2,18,BR004,AM019,1
200000.0,19383.957686296708,2,2,Retail,21,6,32,BR014,AM021,1
43369.349078609244,1910.4350277632698,3,1,Tech,31,2,15,BR012,AM041,0
32638.22043871925,124931.5440095246,8,1,Construction,17,1,0,BR017,AM048,1
52469.820967712454,7520.3540544923035,6,2,Manufacturing,6,4,1,BR006,AM035,0
25034.917119296355,40123.47488170758,1,0,Manufacturing,1,0,17,BR016,AM032,1
10000.0,16013.99664129482,4,1,Healthcare,72,1,3,BR019,AM001,1
33048.570405758444,3370.7488250930346,5,2,Healthcare,6,1,0,BR004,AM041,1
126448.1370918134,2560.5851838807357,3,2,Services,8,1,31,BR005,AM049,0
10000.0,6139.843506745756,1,2,Construction,24,2,4,BR020,AM011,1
46847.95033873032,3702.084080823715,3,1,Manufacturing,13,0,4,BR013,AM010,1
10000.0,71472.22725520798,9,0,Services,13,4,1,BR020,AM017,1
30699.97704105786,33234.42025177864,2,1,Retail,2,2,17,BR013,AM039,1
10000.0,20995.35147310402,1,0,Retail,115,2,6,BR014,AM038,1
23940.466313835226,27095.944921750703,7,1,Services,8,1,3,BR001,AM035,1
56450.26634169827,132216.27400000478,7,0,Construction,2,1,17,BR014,AM031,1
17082.150459418168,120816.70846601104,5,0,Services,27,2,19,BR004,AM004,1
43734.45091504353,62882.1267333559,2,3,Healthcare,33,3,12,BR001,AM009,1
63477.70571665401,108003.25111453122,1,0,Services,1,0,5,BR008,AM028,0
104789.38770816836,19257.25041176145,5,0,Construction,7,0,3,BR013,AM026,0
10696.467508622225,23991.331951697975,4,2,Retail,5,5,7,BR009,AM026,1
20387.44531658139,47558.627225307086,9,3,Manufacturing,37,1,8,BR004,AM012,1
,48858.59045404103,5,0,Retail,4,2,8,BR014,AM036,1
195626.1984819222,32860.03706250211,2,1,Healthcare,6,0,13,BR001,AM027,0
104692.3638863429,25596.13196654243,4,2,Construction,103,3,0,BR005,AM050,1
31057.42395196491,214083.05042796352,9,1,Finance,29,0,10,BR010,AM043,1
73814.83968247887,86053.01802257185,8,0,Tech,11,3,20,BR009,AM016,1
29438.678211931452,28544.725023205086,3,1,Construction,33,3,1,BR008,AM026,1
39082.59394486923,64967.77016487749,8,3,Retail,15,2,8,BR013,AM005,1
10000.0,15705.52524088403,2,1,Retail,5,4,11,BR013,AM050,0
56304.05740622956,5277.433681106288,3,2,Finance,16,0,32,BR016,AM033,0
10000.0,21726.498341943847,5,2,Construction,35,2,1,BR002,AM017,1
69963.54939741358,25789.630284753235,8,1,Construction,4,1,12,BR002,AM009,1
60935.5626807466,1000.0,1,1,Construction,15,1,8,BR020,AM016,0
49342.20276374436,84313.7884995738,4,3,Retail,3,3,4,BR005,AM044,0
10000.0,22251.379369197868,1,1,Finance,44,3,0,BR005,AM014,1
,43424.8348243087,1,3,Healthcare,40,1,3,BR012,AM011,1
12212.8055671651,,5,1,Services,26,2,17,BR005,AM041,1
17860.01048078068,9618.402435807895,6,1,Tech,60,1,10,BR010,AM036,0
10000.0,110224.72335056188,1,1,Services,12,2,2,BR014,AM048,1
110558.05203568297,46912.44383655862,6,3,Healthcare,3,2,49,BR001,AM003,0
32279.72075052726,150071.47376205082,5,2,Retail,89,3,13,BR011,AM020,1
14583.924877904086,300000.0,4,3,Services,17,2,2,BR005,AM031,1
20232.297244263962,23249.61955166636,5,2,Construction,15,4,15,BR004,AM047,1
23710.54408970521,17748.324785769517,8,1,Manufacturing,1,3,17,BR011,AM004,1
36711.10680883168,97721.94004739543,9,0,Construction,20,3,20,BR007,AM031,1
29000.330081817585,300000.0,2,0,Tech,24,1,13,BR013,AM043,1
100726.28186070586,49664.15529643944,6,2,Construction,15,2,0,BR014,AM043,0
27483.70051683158,79271.59934175012,3,1,Manufacturing,57,0,16,BR001,AM018,1
193930.53061440942,76104.75549709891,2,2,Retail,32,4,26,BR020,AM002,1
76266.60453313122,,1,2,Services,1,2,6,BR017,AM048,0
10000.0,42697.54148281779,4,1,Construction,18,0,14,BR015,AM014,1
106711.97842355417,89505.12451806804,8,0,Healthcare,120,2,7,BR007,AM038,1
10000.0,58255.8572906598,3,2,Services,5,4,10,BR006,AM025,1
68029.18296042903,1069.5489159873307,5,3,Tech,23,4,10,BR017,AM014,1
19161.664746683888,20526.822449665236,5,1,Finance,7,1,6,BR017,AM006,1
84140.95072972945,7802.038881548186,5,1,Healthcare,11,0,4,BR003,AM025,0
81015.31676622506,13261.612445372222,9,1,Healthcare,1,4,5,BR001,AM050,0
65580.5063342979,117952.2050691586,8,1,Services,27,1,8,BR003,AM040,1
62431.70774257044,1879.5531111589344,8,0,Tech,34,2,7,BR004,AM030,0
14535.27478367147,12410.294722385517,1,1,Tech,35,4,10,BR014,AM023,0
10000.0,18521.987444311824,1,3,Healthcare,84,1,0,BR003,AM035,1
20632.198589691987,47970.88257201255,2,1,Construction,43,1,6,BR005,AM044,1
10000.0,38189.394386905864,8,2,Healthcare,5,2,0,BR005,AM050,1
47491.32603909896,12312.260252846798,1,2,Healthcare,6,2,14,BR017,AM024,0
16992.017048524256,8970.753270150439,4,0,Healthcare,35,0,3,BR005,AM033,0
148543.61208508332,13511.629181832355,9,3,Manufacturing,36,2,4,BR003,AM009,1
40974.204581444974,34910.96376579185,2,2,Services,3,2,10,BR003,AM048,1
69147.0070163975,15816.272643157887,3,0,Tech,1,1,4,BR009,AM024,0
10000.0,147444.82147000724,6,4,Tech,12,3,13,BR009,AM018,1
79224.26173345804,31168.48484810553,3,3,Tech,28,0,19,BR011,AM045,0
102432.0579446453,3029.7694911185313,4,2,Retail,48,1,10,BR009,AM039,0
26704.005621929973,65330.99944890253,9,2,Healthcare,4,2,1,BR019,AM029,1
37281.86199299962,19937.779979965315,9,1,Services,40,4,5,BR007,AM010,0
57894.42937327351,52992.02593752389,5,0,Services,27,3,13,BR014,AM045,0
10000.0,16397.04256672275,7,2,Tech,4,4,3,BR017,AM046,0
27931.70192865578,42285.05998864237,9,2,Services,49,2,29,BR007,AM027,1
20343.99262678271,,8,0,Services,64,6,28,BR012,AM013,1
10000.0,131560.52904363867,7,3,Retail,7,3,4,BR009,AM014,1
18325.17929826926,15131.471106831212,8,1,Tech,3,0,9,BR017,AM046,1
10000.0,,5,0,Services,82,2,4,BR013,AM038,1
10000.0,31205.91471276446,5,3,Manufacturing,1,0,12,BR003,AM047,1
10000.0,130984.68740015128,5,1,Tech,71,0,15,BR016,AM032,1
131998.1335990843,115827.53640952936,1,1,Services,5,1,1,BR001,AM031,0
31898.510662324916,4708.846514244777,6,3,Retail,13,1,7,BR005,AM032,0
135047.11327536425,7074.136084194656,5,0,Healthcare,8,1,4,BR007,AM026,0
22660.431640329993,34210.2815148361,8,1,Manufacturing,4,4,25,BR003,AM036,1
14947.969133228164,5637.122136142308,8,1,Construction,10,4,2,BR015,AM040,1
28220.27899109199,21200.36331764199,2,3,Construction,18,2,29,BR005,AM040,0
23157.875625061934,8031.058816635384,6,1,Healthcare,2,5,5,BR016,AM021,1
10000.0,50535.61416191984,6,1,Manufacturing,39,1,20,BR016,AM013,1
40957.96817589971,149284.5743090739,3,2,Construction,38,2,6,BR005,AM016,1
10000.0,286205.9477253517,1,2,Finance,38,1,9,BR008,AM047,1
38660.01138023055,23519.47578426977,7,0,Manufacturing,27,2,44,BR016,AM030,1
42015.87357298479,45691.26830868356,5,1,Finance,14,3,13,BR017,AM016,0
10000.0,96990.12069850667,5,6,Healthcare,43,3,2,BR004,AM026,1
10000.0,6247.675704845274,8,0,Finance,45,3,3,BR009,AM031,0
60703.819728957205,58488.942106468836,5,4,Healthcare,8,1,6,BR013,AM043,1
24632.664883655452,26283.73823951619,5,2,Services,15,1,8,BR004,AM022,1
10000.0,11542.79578186829,1,0,Construction,5,1,0,BR019,AM043,0
200000.0,25771.27759054009,2,2,Construction,7,3,0,BR015,AM032,0
10000.0,3950.0114394422935,5,3,Manufacturing,6,2,6,BR018,AM044,1
47502.36054000605,59438.96537864594,7,0,Services,42,3,7,BR011,AM032,0
164611.92310627812,14567.283344528862,3,0,Services,6,3,0,BR002,AM018,0
10934.344678285881,18655.14629845559,1,2,Tech,18,2,6,BR020,AM036,1
10000.0,6453.143752067006,2,0,Tech,23,2,15,BR013,AM026,0
10000.0,99997.930045519,3,2,Services,32,2,7,BR011,AM031,1
14454.588237644391,34006.047502820766,9,4,Healthcare,1,1,6,BR015,AM040,1
10000.0,42448.76573477971,8,1,Healthcare,15,4,0,BR012,AM001,1
47127.17879712734,42132.57991105423,4,2,Healthcare,8,3,39,BR014,AM009,0
10000.0,26423.443945278243,8,1,Manufacturing,43,2,7,BR010,AM034,1
28486.850097385475,10692.463577689896,9,0,Retail,1,2,5,BR003,AM013,0
200000.0,68350.62258602063,3,3,Retail,5,2,0,BR007,AM050,0
67273.95106706861,6794.208790054564,6,0,Tech,9,0,13,BR018,AM049,0
38203.283064794945,5483.700843154272,8,0,Construction,1,1,3,BR015,AM008,1
14625.95332347941,61918.73053756386,7,3,Retail,12,0,0,BR003,AM015,1
39115.565712760945,11712.564501307435,9,2,Construction,32,4,12,BR019,AM012,0
29949.90223518137,18319.870671025208,7,2,Construction,5,1,6,BR006,AM046,0
22210.84645266783,32239.519037939655,1,1,Finance,33,3,0,BR011,AM019,1
10000.0,29832.91358008835,9,2,Healthcare,18,0,18,BR006,AM048,1
87074.8423924819,61649.33755423441,5,0,Healthcare,10,2,5,BR010,AM015,1
23897.82119171129,48832.804431830315,6,1,Healthcare,11,1,1,BR015,AM025,1
10000.0,51696.89915836998,2,0,Services,2,0,4,BR004,AM027,1
18339.40733531741,62597.67267675682,2,1,Retail,6,2,0,BR020,AM018,1
